SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Apr 08 12:28:00 BST 2022
User: ezxiaav
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: HR4C6525
Integration Time (usec): 100000 (HR4C6525)
Spectra Averaged: 1 (HR4C6525)
Boxcar Smoothing: 0 (HR4C6525)
Correct for Electrical Dark: No (HR4C6525)
Strobe/Lamp Enabled: No (HR4C6525)
Correct for Detector Non-linearity: No (HR4C6525)
Correct for Stray Light: No (HR4C6525)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
195.07	861.00
195.34	861.00
195.61	861.00
195.88	867.00
196.15	976.00
196.42	950.00
196.69	991.00
196.96	971.00
197.23	946.00
197.50	984.00
197.77	976.00
198.04	993.00
198.31	991.00
198.58	976.00
198.85	942.00
199.12	987.00
199.39	989.00
199.66	978.00
199.93	973.00
200.20	963.00
200.47	981.00
200.74	973.00
201.01	981.00
201.28	974.00
201.55	992.00
201.82	1000.00
202.09	962.00
202.36	969.00
202.62	995.00
202.89	983.00
203.16	996.00
203.43	979.00
203.70	985.00
203.97	1003.00
204.24	980.00
204.51	1004.00
204.78	971.00
205.05	991.00
205.32	996.00
205.59	958.00
205.86	987.00
206.13	986.00
206.40	984.00
206.67	987.00
206.94	976.00
207.21	980.00
207.48	996.00
207.75	973.00
208.02	956.00
208.29	999.00
208.56	978.00
208.83	984.00
209.10	972.00
209.37	987.00
209.64	981.00
209.91	973.00
210.18	982.00
210.45	968.00
210.72	965.00
210.99	978.00
211.26	972.00
211.53	957.00
211.80	981.00
212.07	980.00
212.34	975.00
212.61	971.00
212.88	981.00
213.14	996.00
213.41	994.00
213.68	982.00
213.95	988.00
214.22	973.00
214.49	968.00
214.76	964.00
215.03	959.00
215.30	966.00
215.57	973.00
215.84	1003.00
216.11	982.00
216.38	987.00
216.65	964.00
216.92	994.00
217.19	981.00
217.46	974.00
217.73	982.00
218.00	992.00
218.27	968.00
218.54	988.00
218.80	956.00
219.07	955.00
219.34	985.00
219.61	973.00
219.88	1017.00
220.15	968.00
220.42	992.00
220.69	987.00
220.96	976.00
221.23	978.00
221.50	994.00
221.77	998.00
222.04	980.00
222.31	994.00
222.58	975.00
222.85	984.00
223.12	991.00
223.38	991.00
223.65	976.00
223.92	985.00
224.19	983.00
224.46	1005.00
224.73	998.00
225.00	990.00
225.27	980.00
225.54	999.00
225.81	956.00
226.08	988.00
226.35	983.00
226.62	1010.00
226.89	1000.00
227.15	983.00
227.42	969.00
227.69	972.00
227.96	990.00
228.23	956.00
228.50	1007.00
228.77	988.00
229.04	983.00
229.31	995.00
229.58	975.00
229.85	995.00
230.12	1002.00
230.38	971.00
230.65	985.00
230.92	984.00
231.19	986.00
231.46	978.00
231.73	969.00
232.00	972.00
232.27	956.00
232.54	997.00
232.81	992.00
233.08	988.00
233.35	968.00
233.61	983.00
233.88	971.00
234.15	978.00
234.42	989.00
234.69	979.00
234.96	993.00
235.23	991.00
235.50	979.00
235.77	948.00
236.04	979.00
236.30	959.00
236.57	975.00
236.84	968.00
237.11	979.00
237.38	967.00
237.65	975.00
237.92	974.00
238.19	974.00
238.46	976.00
238.73	962.00
238.99	990.00
239.26	988.00
239.53	995.00
239.80	963.00
240.07	971.00
240.34	992.00
240.61	975.00
240.88	965.00
241.15	966.00
241.41	973.00
241.68	971.00
241.95	993.00
242.22	967.00
242.49	968.00
242.76	976.00
243.03	973.00
243.30	997.00
243.56	1003.00
243.83	1003.00
244.10	980.00
244.37	961.00
244.64	951.00
244.91	963.00
245.18	1002.00
245.45	991.00
245.71	961.00
245.98	981.00
246.25	1002.00
246.52	1004.00
246.79	978.00
247.06	992.00
247.33	949.00
247.60	997.00
247.86	1009.00
248.13	979.00
248.40	964.00
248.67	1009.00
248.94	982.00
249.21	967.00
249.48	966.00
249.75	990.00
250.01	984.00
250.28	971.00
250.55	1009.00
250.82	1000.00
251.09	1008.00
251.36	971.00
251.63	968.00
251.89	986.00
252.16	987.00
252.43	991.00
252.70	982.00
252.97	984.00
253.24	981.00
253.51	994.00
253.77	986.00
254.04	955.00
254.31	972.00
254.58	993.00
254.85	976.00
255.12	977.00
255.38	956.00
255.65	971.00
255.92	986.00
256.19	977.00
256.46	998.00
256.73	986.00
257.00	978.00
257.26	971.00
257.53	988.00
257.80	996.00
258.07	1011.00
258.34	961.00
258.61	993.00
258.87	999.00
259.14	979.00
259.41	988.00
259.68	975.00
259.95	985.00
260.22	990.00
260.48	966.00
260.75	993.00
261.02	998.00
261.29	971.00
261.56	983.00
261.83	974.00
262.09	976.00
262.36	966.00
262.63	970.00
262.90	971.00
263.17	985.00
263.44	1001.00
263.70	980.00
263.97	1004.00
264.24	983.00
264.51	987.00
264.78	1002.00
265.05	955.00
265.31	958.00
265.58	986.00
265.85	969.00
266.12	979.00
266.39	1006.00
266.65	975.00
266.92	962.00
267.19	985.00
267.46	967.00
267.73	968.00
268.00	994.00
268.26	989.00
268.53	976.00
268.80	973.00
269.07	990.00
269.34	1007.00
269.60	967.00
269.87	982.00
270.14	990.00
270.41	978.00
270.68	1001.00
270.94	989.00
271.21	963.00
271.48	977.00
271.75	986.00
272.02	981.00
272.28	996.00
272.55	1004.00
272.82	994.00
273.09	982.00
273.36	986.00
273.62	1008.00
273.89	990.00
274.16	978.00
274.43	975.00
274.70	972.00
274.96	994.00
275.23	979.00
275.50	994.00
275.77	961.00
276.04	977.00
276.30	964.00
276.57	986.00
276.84	986.00
277.11	984.00
277.38	962.00
277.64	999.00
277.91	965.00
278.18	976.00
278.45	991.00
278.71	995.00
278.98	991.00
279.25	979.00
279.52	967.00
279.79	963.00
280.05	956.00
280.32	968.00
280.59	996.00
280.86	973.00
281.13	971.00
281.39	989.00
281.66	972.00
281.93	979.00
282.20	981.00
282.46	998.00
282.73	972.00
283.00	972.00
283.27	973.00
283.53	987.00
283.80	995.00
284.07	979.00
284.34	986.00
284.61	996.00
284.87	981.00
285.14	988.00
285.41	968.00
285.68	1004.00
285.94	989.00
286.21	987.00
286.48	959.00
286.75	983.00
287.01	973.00
287.28	991.00
287.55	993.00
287.82	997.00
288.08	1016.00
288.35	997.00
288.62	962.00
288.89	987.00
289.16	990.00
289.42	962.00
289.69	973.00
289.96	984.00
290.23	978.00
290.49	977.00
290.76	978.00
291.03	1015.00
291.30	990.00
291.56	986.00
291.83	959.00
292.10	970.00
292.37	998.00
292.63	982.00
292.90	990.00
293.17	1013.00
293.44	991.00
293.70	983.00
293.97	981.00
294.24	985.00
294.50	1002.00
294.77	987.00
295.04	973.00
295.31	978.00
295.57	960.00
295.84	986.00
296.11	978.00
296.38	1025.00
296.64	984.00
296.91	977.00
297.18	982.00
297.45	980.00
297.71	965.00
297.98	953.00
298.25	1003.00
298.52	970.00
298.78	973.00
299.05	982.00
299.32	953.00
299.58	969.00
299.85	986.00
300.12	984.00
300.39	990.00
300.65	1005.00
300.92	972.00
301.19	985.00
301.46	1003.00
301.72	970.00
301.99	999.00
302.26	971.00
302.52	965.00
302.79	983.00
303.06	973.00
303.33	992.00
303.59	1003.00
303.86	994.00
304.13	986.00
304.39	952.00
304.66	959.00
304.93	977.00
305.20	992.00
305.46	983.00
305.73	968.00
306.00	964.00
306.26	974.00
306.53	982.00
306.80	993.00
307.06	973.00
307.33	963.00
307.60	971.00
307.87	970.00
308.13	974.00
308.40	967.00
308.67	958.00
308.93	959.00
309.20	987.00
309.47	972.00
309.74	975.00
310.00	1002.00
310.27	999.00
310.54	1007.00
310.80	975.00
311.07	941.00
311.34	985.00
311.60	997.00
311.87	967.00
312.14	980.00
312.40	980.00
312.67	980.00
312.94	973.00
313.21	984.00
313.47	983.00
313.74	985.00
314.01	984.00
314.27	964.00
314.54	989.00
314.81	972.00
315.07	1005.00
315.34	993.00
315.61	984.00
315.87	1004.00
316.14	983.00
316.41	965.00
316.67	962.00
316.94	1013.00
317.21	989.00
317.47	957.00
317.74	990.00
318.01	984.00
318.27	955.00
318.54	995.00
318.81	985.00
319.08	999.00
319.34	980.00
319.61	958.00
319.88	989.00
320.14	954.00
320.41	993.00
320.68	1003.00
320.94	1006.00
321.21	971.00
321.48	994.00
321.74	968.00
322.01	965.00
322.28	1001.00
322.54	968.00
322.81	963.00
323.08	985.00
323.34	960.00
323.61	963.00
323.88	991.00
324.14	995.00
324.41	964.00
324.67	985.00
324.94	974.00
325.21	974.00
325.47	980.00
325.74	1011.00
326.01	975.00
326.27	991.00
326.54	1010.00
326.81	980.00
327.07	971.00
327.34	970.00
327.61	984.00
327.87	974.00
328.14	996.00
328.41	1017.00
328.67	984.00
328.94	1018.00
329.21	998.00
329.47	983.00
329.74	980.00
330.00	980.00
330.27	1003.00
330.54	978.00
330.80	984.00
331.07	981.00
331.34	1001.00
331.60	978.00
331.87	974.00
332.14	971.00
332.40	972.00
332.67	980.00
332.93	991.00
333.20	995.00
333.47	987.00
333.73	986.00
334.00	971.00
334.27	1011.00
334.53	1022.00
334.80	974.00
335.07	984.00
335.33	984.00
335.60	964.00
335.86	952.00
336.13	976.00
336.40	946.00
336.66	970.00
336.93	997.00
337.20	982.00
337.46	981.00
337.73	1001.00
337.99	1018.00
338.26	986.00
338.53	976.00
338.79	985.00
339.06	989.00
339.32	971.00
339.59	1011.00
339.86	995.00
340.12	977.00
340.39	971.00
340.66	978.00
340.92	995.00
341.19	979.00
341.45	986.00
341.72	965.00
341.99	988.00
342.25	972.00
342.52	978.00
342.78	977.00
343.05	1002.00
343.32	981.00
343.58	979.00
343.85	977.00
344.11	969.00
344.38	997.00
344.65	988.00
344.91	992.00
345.18	982.00
345.44	977.00
345.71	995.00
345.98	983.00
346.24	987.00
346.51	981.00
346.77	996.00
347.04	981.00
347.31	994.00
347.57	980.00
347.84	979.00
348.10	1005.00
348.37	1003.00
348.64	970.00
348.90	982.00
349.17	984.00
349.43	996.00
349.70	972.00
349.96	1013.00
350.23	1004.00
350.50	995.00
350.76	995.00
351.03	977.00
351.29	976.00
351.56	948.00
351.83	991.00
352.09	986.00
352.36	967.00
352.62	980.00
352.89	1000.00
353.15	981.00
353.42	989.00
353.69	985.00
353.95	995.00
354.22	998.00
354.48	1015.00
354.75	997.00
355.01	985.00
355.28	977.00
355.55	979.00
355.81	1000.00
356.08	1002.00
356.34	995.00
356.61	950.00
356.87	983.00
357.14	983.00
357.41	976.00
357.67	966.00
357.94	975.00
358.20	957.00
358.47	987.00
358.73	984.00
359.00	996.00
359.26	1000.00
359.53	998.00
359.80	972.00
360.06	967.00
360.33	974.00
360.59	962.00
360.86	978.00
361.12	1004.00
361.39	996.00
361.65	974.00
361.92	976.00
362.19	979.00
362.45	988.00
362.72	980.00
362.98	965.00
363.25	972.00
363.51	993.00
363.78	979.00
364.04	980.00
364.31	998.00
364.57	996.00
364.84	980.00
365.11	986.00
365.37	979.00
365.64	978.00
365.90	964.00
366.17	956.00
366.43	968.00
366.70	993.00
366.96	993.00
367.23	1011.00
367.49	975.00
367.76	985.00
368.02	982.00
368.29	972.00
368.56	990.00
368.82	983.00
369.09	995.00
369.35	1001.00
369.62	989.00
369.88	992.00
370.15	952.00
370.41	984.00
370.68	965.00
370.94	988.00
371.21	991.00
371.47	984.00
371.74	990.00
372.00	1009.00
372.27	987.00
372.53	985.00
372.80	954.00
373.06	1015.00
373.33	997.00
373.60	972.00
373.86	975.00
374.13	973.00
374.39	959.00
374.66	985.00
374.92	978.00
375.19	998.00
375.45	983.00
375.72	985.00
375.98	1029.00
376.25	976.00
376.51	997.00
376.78	985.00
377.04	990.00
377.31	972.00
377.57	968.00
377.84	992.00
378.10	989.00
378.37	972.00
378.63	974.00
378.90	977.00
379.16	985.00
379.43	982.00
379.69	969.00
379.96	989.00
380.22	986.00
380.49	973.00
380.75	979.00
381.02	1002.00
381.28	973.00
381.55	961.00
381.81	971.00
382.08	1003.00
382.34	982.00
382.61	989.00
382.87	986.00
383.14	972.00
383.40	967.00
383.67	1000.00
383.93	986.00
384.20	949.00
384.46	986.00
384.73	979.00
384.99	973.00
385.26	990.00
385.52	1007.00
385.78	993.00
386.05	970.00
386.31	997.00
386.58	944.00
386.84	1008.00
387.11	984.00
387.37	973.00
387.64	973.00
387.90	950.00
388.17	1008.00
388.43	986.00
388.70	993.00
388.96	979.00
389.23	997.00
389.49	979.00
389.76	967.00
390.02	973.00
390.29	969.00
390.55	975.00
390.81	994.00
391.08	979.00
391.34	957.00
391.61	975.00
391.87	985.00
392.14	1000.00
392.40	971.00
392.67	992.00
392.93	1000.00
393.20	1005.00
393.46	962.00
393.73	983.00
393.99	978.00
394.25	1004.00
394.52	998.00
394.78	968.00
395.05	995.00
395.31	986.00
395.58	983.00
395.84	960.00
396.11	996.00
396.37	986.00
396.64	1005.00
396.90	990.00
397.16	989.00
397.43	979.00
397.69	984.00
397.96	976.00
398.22	998.00
398.49	986.00
398.75	988.00
399.02	1013.00
399.28	977.00
399.54	993.00
399.81	986.00
400.07	987.00
400.34	975.00
400.60	1003.00
400.87	969.00
401.13	989.00
401.40	994.00
401.66	971.00
401.92	968.00
402.19	973.00
402.45	988.00
402.72	996.00
402.98	982.00
403.25	1001.00
403.51	984.00
403.77	979.00
404.04	963.00
404.30	988.00
404.57	983.00
404.83	1015.00
405.10	973.00
405.36	969.00
405.62	982.00
405.89	978.00
406.15	977.00
406.42	991.00
406.68	1000.00
406.94	963.00
407.21	990.00
407.47	965.00
407.74	963.00
408.00	1006.00
408.27	985.00
408.53	974.00
408.79	978.00
409.06	981.00
409.32	979.00
409.59	968.00
409.85	975.00
410.11	978.00
410.38	987.00
410.64	966.00
410.91	974.00
411.17	991.00
411.44	997.00
411.70	1000.00
411.96	982.00
412.23	994.00
412.49	997.00
412.76	981.00
413.02	988.00
413.28	1018.00
413.55	997.00
413.81	985.00
414.08	996.00
414.34	971.00
414.60	965.00
414.87	1014.00
415.13	992.00
415.40	977.00
415.66	978.00
415.92	973.00
416.19	975.00
416.45	1001.00
416.71	985.00
416.98	991.00
417.24	1004.00
417.51	1006.00
417.77	984.00
418.03	991.00
418.30	1003.00
418.56	1007.00
418.83	990.00
419.09	981.00
419.35	964.00
419.62	981.00
419.88	1013.00
420.14	979.00
420.41	986.00
420.67	1019.00
420.94	1005.00
421.20	984.00
421.46	954.00
421.73	973.00
421.99	965.00
422.25	974.00
422.52	976.00
422.78	970.00
423.05	979.00
423.31	963.00
423.57	978.00
423.84	997.00
424.10	979.00
424.36	985.00
424.63	1010.00
424.89	972.00
425.16	983.00
425.42	991.00
425.68	992.00
425.95	998.00
426.21	985.00
426.47	987.00
426.74	989.00
427.00	994.00
427.26	983.00
427.53	979.00
427.79	1005.00
428.06	998.00
428.32	976.00
428.58	966.00
428.85	999.00
429.11	984.00
429.37	1001.00
429.64	994.00
429.90	996.00
430.16	972.00
430.43	991.00
430.69	977.00
430.95	966.00
431.22	975.00
431.48	994.00
431.74	972.00
432.01	980.00
432.27	1005.00
432.53	1003.00
432.80	1002.00
433.06	978.00
433.32	1017.00
433.59	975.00
433.85	967.00
434.11	987.00
434.38	996.00
434.64	997.00
434.90	1009.00
435.17	981.00
435.43	1002.00
435.69	1006.00
435.96	1018.00
436.22	1010.00
436.48	995.00
436.75	979.00
437.01	970.00
437.27	994.00
437.54	993.00
437.80	972.00
438.06	979.00
438.33	1001.00
438.59	982.00
438.85	1012.00
439.12	992.00
439.38	997.00
439.64	1019.00
439.91	999.00
440.17	997.00
440.43	1004.00
440.70	990.00
440.96	983.00
441.22	986.00
441.49	1017.00
441.75	1009.00
442.01	977.00
442.28	1009.00
442.54	985.00
442.80	1008.00
443.07	988.00
443.33	1010.00
443.59	994.00
443.85	1000.00
444.12	1006.00
444.38	996.00
444.64	1003.00
444.91	1016.00
445.17	992.00
445.43	998.00
445.70	1024.00
445.96	1009.00
446.22	998.00
446.48	1005.00
446.75	993.00
