445.17,-70
445.43,-75
445.7,-65
445.96,-74
446.22,-63
446.48,-80
446.75,-51
447.01,-92
447.27,-45
447.54,-53
447.8,-70
448.06,-53
448.33,-27
448.59,-10
448.85,-1
449.11,-14
449.38,11
449.64,-25
449.9,-28
450.17,-11
450.43,8
450.69,-4
450.95,10
451.22,-3
451.48,25
451.74,6
452.01,-1
452.27,12
452.53,38
452.79,43
453.06,54
453.32,71
453.58,91
453.85,73
454.11,121
454.37,115
454.63,125
454.9,113
455.16,108
455.42,107
455.69,126
455.95,191
456.21,146
456.47,154
456.74,186
457,188
457.26,192
457.52,186
457.79,197
458.05,212
458.31,219
458.57,202
458.84,217
459.1,202
459.36,267
459.63,215
459.89,242
460.15,199
460.41,246
460.68,267
460.94,279
461.2,272
461.46,248
461.73,219
461.99,224
462.25,228
462.51,267
462.78,262
463.04,310
463.3,275
463.56,269
463.83,295
464.09,268
464.35,280
464.61,290
464.88,281
465.14,272
465.4,271
465.66,333
465.93,304
466.19,346
466.45,286
466.71,344
466.97,330
467.24,349
467.5,354
467.76,367
468.02,369
468.29,362
468.55,398
468.81,397
469.07,431
469.34,396
469.6,398
469.86,425
470.12,456
470.39,453
470.65,467
470.91,503
471.17,506
471.43,505
471.7,501
471.96,533
472.22,576
472.48,570
472.75,536
473.01,594
473.27,581
473.53,649
473.79,658
474.06,668
474.32,662
474.58,678
474.84,703
475.1,710
475.37,726
475.63,728
475.89,731
476.15,781
476.42,780
476.68,770
476.94,820
477.2,823
477.46,835
477.73,798
477.99,776
478.25,833
478.51,824
478.77,838
479.04,871
479.3,887
479.56,894
479.82,872
480.08,898
480.35,896
480.61,913
480.87,938
481.13,976
481.39,959
481.66,954
481.92,978
482.18,994
482.44,1057
482.7,1033
482.96,1063
483.23,1062
483.49,1151
483.75,1131
484.01,1108
484.27,1147
484.54,1218
484.8,1256
485.06,1258
485.32,1237
485.58,1272
485.85,1295
486.11,1341
486.37,1344
486.63,1381
486.89,1401
487.15,1457
487.42,1417
487.68,1466
487.94,1506
488.2,1520
488.46,1540
488.72,1562
488.99,1618
489.25,1616
489.51,1655
489.77,1748
490.03,1717
490.29,1755
490.56,1775
490.82,1818
491.08,1872
491.34,1856
491.6,1937
491.86,1974
492.13,1993
492.39,2004
492.65,2038
492.91,2053
493.17,2103
493.43,2101
493.7,2074
493.96,2196
494.22,2162
494.48,2216
494.74,2221
495,2213
495.26,2295
495.53,2345
495.79,2329
496.05,2346
496.31,2423
496.57,2436
496.83,2500
497.09,2507
497.36,2506
497.62,2537
497.88,2588
498.14,2650
498.4,2693
498.66,2712
498.92,2738
499.19,2715
499.45,2768
499.71,2778
499.97,2846
500.23,2875
500.49,2869
500.75,2968
501.02,3015
501.28,3010
501.54,3032
501.8,3091
502.06,3101
502.32,3155
502.58,3182
502.84,3225
503.11,3227
503.37,3289
503.63,3294
503.89,3356
504.15,3373
504.41,3347
504.67,3408
504.93,3483
505.2,3537
505.46,3561
505.72,3581
505.98,3604
506.24,3584
506.5,3641
506.76,3724
507.02,3751
507.28,3792
507.55,3839
507.81,3853
508.07,3883
508.33,3926
508.59,3977
508.85,3950
509.11,3992
509.37,4040
509.63,4066
509.9,4089
510.16,4080
510.42,4149
510.68,4174
510.94,4206
511.2,4179
511.46,4301
511.72,4274
511.98,4318
512.24,4338
512.51,4368
512.77,4399
513.03,4421
513.29,4499
513.55,4519
513.81,4558
514.07,4515
514.33,4533
514.59,4634
514.85,4587
515.11,4667
515.38,4760
515.64,4703
515.9,4737
516.16,4843
516.42,4759
516.68,4802
516.94,4820
517.2,4865
517.46,4849
517.72,4952
517.98,4976
518.24,5071
518.51,5029
518.77,4995
519.03,5078
519.29,5089
519.55,5110
519.81,5189
520.07,5184
520.33,5214
520.59,5258
520.85,5338
521.11,5307
521.37,5297
521.63,5346
521.89,5387
522.16,5321
522.42,5432
522.68,5369
522.94,5418
523.2,5413
523.46,5391
523.72,5436
523.98,5461
524.24,5455
524.5,5495
524.76,5550
525.02,5491
525.28,5586
525.54,5626
525.8,5597
526.06,5604
526.33,5633
526.59,5670
526.85,5711
527.11,5668
527.37,5648
527.63,5683
527.89,5709
528.15,5756
528.41,5749
528.67,5764
528.93,5702
529.19,5803
529.45,5747
529.71,5903
529.97,5808
530.23,5872
530.49,5862
530.75,5884
531.01,5834
531.27,5985
531.53,5902
531.79,5960
532.05,5942
532.31,5962
532.58,5893
532.84,6019
533.1,6042
533.36,6043
533.62,6018
533.88,6018
534.14,5986
534.4,6077
534.66,6101
534.92,6073
535.18,6050
535.44,6146
535.7,6126
535.96,6147
536.22,6151
536.48,6136
536.74,6147
537,6185
537.26,6170
537.52,6194
537.78,6210
538.04,6235
538.3,6211
538.56,6258
538.82,6251
539.08,6281
539.34,6320
539.6,6335
539.86,6390
540.12,6317
540.38,6352
540.64,6460
540.9,6316
541.16,6392
541.42,6330
541.68,6368
541.94,6367
542.2,6391
542.46,6374
542.72,6464
542.98,6431
543.24,6459
543.5,6512
543.76,6514
544.02,6456
544.28,6453
544.54,6510
544.8,6487
545.06,6507
545.32,6540
545.58,6546
545.84,6575
546.1,6536
546.36,6584
546.62,6653
546.88,6622
547.14,6617
547.4,6654
547.66,6651
547.92,6576
548.18,6660
548.44,6674
548.7,6700
548.96,6715
549.22,6700
549.48,6759
549.74,6700
550,6692
550.26,6680
550.52,6810
550.78,6743
551.04,6799
551.3,6859
551.56,6824
551.82,6708
552.08,6866
552.34,6831
552.6,6761
552.85,6832
553.11,6876
553.37,6926
553.63,6813
553.89,6801
554.15,6812
554.41,6943
554.67,6857
554.93,6948
555.19,6914
555.45,6984
555.71,6973
555.97,6905
556.23,6904
556.49,6952
556.75,6929
557.01,6956
557.27,6945
557.53,6966
557.79,7012
558.05,6949
558.31,7020
558.57,7026
558.83,7000
559.08,7076
559.34,7019
559.6,7088
559.86,7043
560.12,7010
560.38,7101
560.64,7006
560.9,7096
561.16,7135
561.42,7078
561.68,7014
561.94,7132
562.2,7113
562.46,7090
562.72,7034
562.98,7097
563.23,7096
563.49,7078
563.75,7026
564.01,7039
564.27,7113
564.53,7133
564.79,7179
565.05,7157
565.31,7118
565.57,7079
565.83,7139
566.09,7106
566.35,7147
566.61,7221
566.86,7065
567.12,7137
567.38,7140
567.64,7171
567.9,7095
568.16,7189
568.42,7132
568.68,7159
568.94,7159
569.2,7101
569.46,7097
569.72,7146
569.97,7148
570.23,7155
570.49,7096
570.75,7096
571.01,7130
571.27,7108
571.53,7058
571.79,7074
572.05,7092
572.31,7107
572.57,7106
572.82,7203
573.08,7195
573.34,7199
573.6,7088
573.86,7063
574.12,7131
574.38,7025
574.64,7108
574.9,7117
575.16,7079
575.41,7085
575.67,7043
575.93,7078
576.19,7059
576.45,7003
576.71,7016
576.97,7055
577.23,7077
577.49,7046
577.74,7054
578,7052
578.26,7009
578.52,7020
578.78,6964
579.04,6976
579.3,6875
579.56,6898
579.81,6939
580.07,6912
580.33,6924
580.59,6948
580.85,7017
581.11,6997
581.37,6976
581.63,6928
581.88,6946
582.14,6940
582.4,6989
582.66,6952
582.92,6862
583.18,6969
583.44,6933
583.7,6884
583.95,6851
584.21,6854
584.47,6893
584.73,6916
584.99,6872
585.25,6903
585.51,6839
585.76,6895
586.02,6915
586.28,6890
586.54,6866
586.8,6877
587.06,6910
587.32,6899
587.57,6780
587.83,6812
588.09,6786
588.35,6815
588.61,6787
588.87,6765
589.13,6754
589.38,6792
589.64,6748
589.9,6783
590.16,6795
590.42,6679
590.68,6681
590.94,6653
591.19,6677
591.45,6713
591.71,6665
591.97,6782
592.23,6825
592.49,6699
592.74,6672
593,6643
593.26,6558
593.52,6644
593.78,6618
594.04,6625
594.29,6640
594.55,6609
594.81,6613
595.07,6561
595.33,6582
595.59,6605
595.84,6582
596.1,6502
596.36,6675
596.62,6581
596.88,6598
597.13,6559
597.39,6569
597.65,6524
597.91,6580
598.17,6566
598.43,6587
598.68,6568
598.94,6517
599.2,6492
599.46,6505
599.72,6527
599.97,6429
600.23,6444
600.49,6529
600.75,6523
601.01,6506
601.27,6511
601.52,6505
601.78,6512
602.04,6527
602.3,6471
602.56,6468
602.81,6516
603.07,6460
603.33,6431
603.59,6429
603.85,6403
604.1,6458
604.36,6428
604.62,6446
604.88,6390
605.14,6399
605.39,6415
605.65,6407
605.91,6369
606.17,6403
606.43,6367
606.68,6358
606.94,6372
607.2,6459
607.46,6423
607.71,6365
607.97,6377
608.23,6424
608.49,6365
608.75,6354
609,6414
609.26,6387
609.52,6281
609.78,6408
610.03,6357
610.29,6383
610.55,6352
610.81,6345
611.07,6394
611.32,6373
611.58,6393
611.84,6296
612.1,6381
612.35,6307
612.61,6302
612.87,6337
613.13,6428
613.39,6332
613.64,6206
613.9,6293
614.16,6365
614.42,6304
614.67,6276
614.93,6341
615.19,6341
615.45,6290
615.7,6297
615.96,6246
616.22,6358
616.48,6336
616.73,6422
616.99,6268
617.25,6321
617.51,6298
617.76,6288
618.02,6350
618.28,6315
618.54,6299
618.79,6278
619.05,6300
619.31,6341
619.57,6317
619.82,6292
620.08,6247
620.34,6277
620.6,6338
620.85,6326
621.11,6189
621.37,6282
621.63,6267
621.88,6237
622.14,6250
622.4,6313
622.66,6262
622.91,6258
623.17,6230
623.43,6258
623.69,6306
623.94,6265
624.2,6278
624.46,6326
624.71,6245
624.97,6236
625.23,6288
625.49,6244
625.74,6306
626,6251
626.26,6281
626.52,6332
626.77,6210
627.03,6241
627.29,6269
627.54,6279
627.8,6282
628.06,6373
628.32,6294
628.57,6255
628.83,6271
629.09,6306
629.34,6260
629.6,6336
629.86,6309
630.12,6304
630.37,6271
630.63,6244
630.89,6215
631.14,6274
631.4,6330
631.66,6270
631.92,6199
632.17,6211
632.43,6272
632.69,6190
632.94,6244
633.2,6202
633.46,6266
633.71,6262
633.97,6256
634.23,6297
634.49,6249
634.74,6308
635,6202
635.26,6283
635.51,6175
635.77,6205
636.03,6182
636.28,6200
636.54,6206
636.8,6236
637.05,6263
637.31,6100
637.57,6099
637.83,6087
638.08,6139
638.34,6119
638.6,6154
638.85,6173
639.11,6089
639.37,6093
639.62,6188
639.88,6116
640.14,6109
640.39,6105
640.65,6086
640.91,6064
641.16,6134
641.42,6065
641.68,6202
641.93,6154
642.19,6161
642.45,6063
642.7,6092
642.96,6097
643.22,6136
643.47,6082
643.73,6098
643.99,6097
644.24,6090
644.5,6033
644.76,6014
645.01,6052
645.27,6011
645.53,6034
645.78,6047
646.04,6037
646.3,6048
646.55,6116
646.81,6048
647.07,6041
647.32,6105
647.58,5969
647.84,6001
648.09,6077
648.35,6006
648.61,6030
648.86,5988
649.12,5952
649.37,6014
649.63,5965
649.89,5953
650.14,6039
650.4,5963
650.66,5930
650.91,5931
651.17,5955
651.43,5916
651.68,5912
651.94,5993
652.2,5898
652.45,5860
652.71,5933
652.96,5829
653.22,5855
653.48,5832
653.73,5912
653.99,5885
654.25,5893
654.5,5792
654.76,5781
655.01,5779
655.27,5906
655.53,5867
655.78,5746
656.04,5800
656.3,5816
656.55,5809
656.81,5760
657.06,5807
657.32,5833
657.58,5881
657.83,5849
658.09,5856
658.35,5841
658.6,5781
658.86,5753
659.11,5839
659.37,5706
659.63,5765
659.88,5698
660.14,5747
660.39,5732
660.65,5610
660.91,5653
661.16,5778
661.42,5669
661.67,5618
661.93,5679
662.19,5653
662.44,5634
662.7,5626
662.95,5687
663.21,5587
663.47,5622
663.72,5604
663.98,5600
664.23,5549
664.49,5602
664.75,5534
665,5508
665.26,5534
665.51,5516
665.77,5539
666.03,5536
666.28,5533
666.54,5468
666.79,5552
667.05,5465
667.31,5466
667.56,5477
667.82,5488
668.07,5446
668.33,5436
668.58,5393
668.84,5377
669.1,5454
669.35,5409
669.61,5456
669.86,5468
670.12,5393
670.37,5434
670.63,5393
670.89,5410
671.14,5359
671.4,5395
671.65,5401
671.91,5344
672.16,5321
672.42,5412
672.68,5354
672.93,5315
673.19,5209
673.44,5222
673.7,5317
673.95,5298
674.21,5236
674.47,5249
674.72,5225
674.98,5186
675.23,5244
675.49,5181
675.74,5183
676,5251
676.25,5142
676.51,5142
676.76,5146
677.02,5160
677.28,5113
677.53,5127
677.79,5152
678.04,5103
678.3,5101
678.55,5057
678.81,5046
679.06,5070
679.32,5071
679.58,5060
679.83,5160
680.09,5009
680.34,5039
680.6,5042
680.85,4961
681.11,4939
681.36,5044
681.62,5010
681.87,5034
682.13,5033
682.38,5055
682.64,5042
682.89,5038
683.15,5001
683.41,4968
683.66,4969
683.92,5029
684.17,4964
684.43,4951
684.68,4967
684.94,4959
685.19,4919
685.45,4896
685.7,4980
685.96,4981
686.21,4893
686.47,4897
686.72,4899
686.98,4961
687.23,4892
687.49,4931
687.74,4908
688,4840
688.25,4848
688.51,4927
688.76,4897
689.02,4974
689.27,4909
689.53,4856
689.78,4871
690.04,4894
690.29,4926
690.55,4899
690.8,4909
691.06,4891
691.31,4957
691.57,4899
691.82,4890
692.08,4840
692.33,4873
692.59,4826
692.84,4847
693.1,4920
693.35,4906
693.61,4973
693.86,5025
694.12,4957
694.37,5018
694.63,5014
694.88,4984
695.14,5039
695.39,5021
695.65,5033
695.9,5046
696.16,5022
696.41,4974
696.67,4952
696.92,4930
697.18,4938
697.43,4892
697.69,4879
697.94,4769
698.2,4802
698.45,4858
698.71,4804
698.96,4760
699.22,4758
699.47,4774
699.72,4731
699.98,4764
700.23,4748
700.49,4739
700.74,4708
701,4805
701.25,4856
701.51,4745
701.76,4723
702.02,4704
702.27,4747
702.53,4741
702.78,4690
703.04,4781
703.29,4779
703.54,4717
703.8,4753
704.05,4764
704.31,4736
704.56,4716
704.82,4669
705.07,4696
705.33,4704
705.58,4706
705.83,4651
706.09,4672
706.34,4732
706.6,4644
706.85,4744
707.11,4720
707.36,4746
707.62,4719
707.87,4737
708.12,4736
708.38,4728
708.63,4767
708.89,4712
709.14,4725
709.4,4755
709.65,4752
709.91,4777
710.16,4767
710.41,4833
710.67,4800
710.92,4768
711.18,4842
711.43,4724
711.69,4790
711.94,4796
712.19,4819
712.45,4769
712.7,4789
712.96,4739
713.21,4807
713.47,4853
713.72,4838
713.97,4918
714.23,4799
714.48,4819
714.74,4811
714.99,4818
715.24,4801
715.5,4775
715.75,4746
716.01,4754
716.26,4702
716.52,4757
716.77,4644
717.02,4685
717.28,4652
717.53,4635
717.79,4607
718.04,4562
718.29,4539
718.55,4550
718.8,4548
719.06,4546
719.31,4426
719.56,4443
719.82,4438
720.07,4438
720.33,4404
720.58,4379
720.83,4368
721.09,4295
721.34,4347
721.6,4262
721.85,4241
722.1,4218
722.36,4137
722.61,4164
722.87,4195
723.12,4171
723.37,4180
723.63,4113
723.88,4030
724.13,4092
724.39,4047
724.64,4064
724.9,4027
725.15,4013
725.4,4054
725.66,4060
